Year,LandslideID,Zone,QuadratID,Species_Jp,Coverage_%,Max_H_cm,Species type,Moisture type
1947,16,Transport,B,Otogirisou,1,5,Open land species,Moderate
1947,16,Transport,B,Iwagarami,1,1,Woody species,Woody species
1947,16,Transport,C,Tsuriganeso,10,30,Generalist species,Moderate
1947,16,Transport,C,Miyakozasa,60,40,Generalist species,Moderate
1947,16,Transport,C,Inutoubana,1,30,Forest species,Wet
1947,16,Transport,C,Mizunara,5,10,Woody species,Woody species
1947,16,Transport,C,Yamamomiji,1,10,Woody species,Woody species
1947,16,Transport,C,Itayakaede,1,5,Woody species,Woody species
1947,16,Transport,C,Suge SP,5,20,Unknown,Unknown
1947,16,Transport,C,Ocatranoo,1,5,Open land species,Moderate
1947,16,Transport,C,Asteraceae sp5,1,10,Unknown,Unknown
1947,16,Transport,C,Akashide,1,5,Woody species,Woody species
1947,16,Transport,D,Miyakozasa,50,40,Generalist species,Moderate
1947,16,Transport,D,Tachitsubo violets,1,10,Open land species,Dry
1947,16,Transport,D,Ocatranoo,1,10,Open land species,Moderate
1947,16,Transport,D,Yamamomiji,1,10,Woody species,Woody species
1947,16,Transport,D,Konronsou,10,40,Forest species,Wet
1947,16,Transport,D,Shirobanano hebiichigo,1,15,Woody species,Woody species
1947,16,Transport,D,Yabumame,1,5,Open land species,Moderate
1947,16,Transport,D,Suge SP,10,5,Unknown,Unknown
1947,16,Transport,D,Sawashiba,1,5,Woody species,Woody species
1947,19,Initiation,A,Miyakozasa,70,30,Generalist species,Moderate
1947,19,Initiation,A,Suge SP,40,20,Unknown,Unknown
1947,19,Initiation,A,Yamamomiji,1,10,Woody species,Woody species
1947,19,Initiation,A,Akashide,1,10,Woody species,Woody species
1947,19,Initiation,A,Yabumame,1,10,Open land species,Moderate
1947,19,Initiation,A,Maizurusou,5,5,Forest species,Wet
1947,19,Initiation,A,Kikumugura,1,10,Forest species,Moderate
1947,19,Initiation,A,Mizunara,1,5,Woody species,Woody species
1947,19,Initiation,B,Miyakozasa,60,30,Generalist species,Moderate
1947,19,Initiation,B,Suge SP,20,20,Unknown,Unknown
1947,19,Initiation,B,Suge SP2,20,10,Unknown,Unknown
1947,19,Initiation,B,Yamamomiji,1,10,Woody species,Woody species
1947,19,Initiation,B,Yabumame,1,10,Open land species,Moderate
1947,19,Initiation,B,Sawashiba,1,10,Woody species,Woody species
1947,19,Initiation,B,Fukkisou,1,5,Woody species,Woody species
1947,19,Initiation,B,Shirobanano hebiichigo,1,10,Woody species,Woody species
1947,19,Initiation,B,Mizunara,1,10,Woody species,Woody species
1947,19,Initiation,B,Shrubs sp6,5,50,Woody species,Woody species
1947,19,Initiation,B,Itayakaede,1,5,Woody species,Woody species
1947,19,Initiation,C,Miyakozasa,50,40,Generalist species,Moderate
1947,19,Initiation,C,Suge SP,30,20,Unknown,Unknown
1947,19,Initiation,C,Yamamomiji,1,10,Woody species,Woody species
1947,19,Initiation,C,Shrubs sp6,1,20,Woody species,Woody species
1947,19,Initiation,C,Shirobanano hebiichigo,1,1,Woody species,Woody species
1947,19,Initiation,C,Yabumame,1,5,Open land species,Moderate
1947,19,Initiation,D,Miyakozasa,80,40,Generalist species,Moderate
1947,19,Initiation,D,Suge SP,30,20,Unknown,Unknown
1947,19,Initiation,D,Akashide,5,10,Woody species,Woody species
1947,19,Initiation,D,Yabumame,1,5,Open land species,Moderate
1947,19,Initiation,D,Yamamomiji,1,5,Woody species,Woody species
1947,19,Initiation,D,Shirobanano hebiichigo,1,1,Woody species,Woody species
1947,19,Transport,A,Miyakozasa,70,40,Generalist species,Moderate
1947,19,Transport,A,Suge SP,70,20,Unknown,Unknown
1947,19,Transport,A,Konronsou,5,10,Forest species,Wet
1947,19,Transport,A,Yamamomiji,1,10,Woody species,Woody species
1947,19,Transport,A,Yabumame,1,5,Open land species,Moderate
1947,19,Transport,A,Kikumugura,5,10,Forest species,Moderate
1947,19,Transport,A,Sawashiba,1,10,Woody species,Woody species
1947,19,Transport,A,Akashide,1,10,Woody species,Woody species
1947,19,Transport,A,Yabuninjin,1,10,Forest species,Wet
1947,19,Transport,A,Mimikoumori,1,20,Forest species,Moderate
1947,19,Transport,A,Daikonsou,5,10,Forest species,Wet
1947,19,Transport,B,Miyakozasa,80,40,Generalist species,Moderate
1947,19,Transport,B,Suge SP,10,5,Unknown,Unknown
1947,19,Transport,B,Konronsou,10,20,Forest species,Wet
1947,19,Transport,B,Shirobanano hebiichigo,1,10,Woody species,Woody species
1947,19,Transport,B,Yabumame,1,10,Open land species,Moderate
1947,19,Transport,B,Inutoubana,1,5,Forest species,Wet
1947,19,Transport,B,Daikonsou,1,5,Forest species,Wet
1947,19,Transport,B,Violets SP,1,1,Unknown,Unknown
1947,19,Transport,C,Miyakozasa,80,40,Generalist species,Moderate
1947,19,Transport,C,Suge SP,1,10,Unknown,Unknown
1947,19,Transport,C,Konronsou,1,20,Forest species,Wet
1947,19,Transport,C,Fukkisou,1,10,Woody species,Woody species
1947,19,Transport,C,Yamamomiji,1,10,Woody species,Woody species
1947,19,Transport,D,Miyakozasa,70,40,Generalist species,Moderate
1947,19,Transport,D,Suge SP,20,20,Unknown,Unknown
1947,19,Transport,D,Yamamomiji,1,5,Woody species,Woody species
1947,19,Transport,D,Daikonsou,1,10,Forest species,Wet
1947,19,Transport,D,Konronsou,1,20,Forest species,Wet
1947,19,Transport,D,Yabumame,1,5,Open land species,Moderate
1947,19,Transport,D,Sawashiba,1,10,Woody species,Woody species
1947,19,Transport,D,Trefoil A,1,10,Unknown,Unknown
1947,20,Initiation,A,Miyakozasa,15,20,Generalist species,Moderate
1947,20,Initiation,A,Suge SP,60,10,Unknown,Unknown
1947,20,Initiation,A,Yabumame,5,10,Open land species,Moderate
1947,20,Initiation,A,Akashide,1,5,Woody species,Woody species
1947,20,Initiation,A,Itayakaede,1,5,Woody species,Woody species
1947,20,Initiation,A,Yabuninjin,1,5,Forest species,Wet
1947,20,Initiation,A,Daikonsou,1,5,Forest species,Wet
1947,20,Initiation,A,Kikumugura,5,5,Forest species,Moderate
1947,20,Initiation,A,Shirobanano hebiichigo,5,5,Woody species,Woody species
1947,20,Initiation,A,Maizurusou,1,5,Forest species,Wet
1947,20,Initiation,A,Otogirisou,1,20,Open land species,Moderate
1947,20,Initiation,A,Asteraceae sp6,1,5,Unknown,Unknown
1947,20,Initiation,A,Chishimaazami,1,5,Open land species,Moderate
1947,20,Initiation,A,Mizunara,1,10,Woody species,Woody species
1947,20,Initiation,B,Miyakozasa,25,40,Generalist species,Moderate
1947,20,Initiation,B,Suge SP,10,20,Unknown,Unknown
1947,20,Initiation,B,Yamamomiji,5,10,Woody species,Woody species
1947,20,Initiation,B,Umanomitsuba,1,10,Forest species,Wet
1947,20,Initiation,B,Tanimitsuba,1,30,Forest species,Wet
1947,20,Initiation,B,Kourai Tennanshou,1,20,Forest species,Moderate
1947,20,Initiation,C,Miyakozasa,40,40,Generalist species,Moderate
1947,20,Initiation,C,Suge SP,30,20,Unknown,Unknown
1947,20,Initiation,C,Chishimaazami,1,5,Open land species,Moderate
1947,20,Initiation,C,Yabumame,1,10,Open land species,Moderate
1947,20,Initiation,C,Itayakaede,1,5,Woody species,Woody species
1947,20,Initiation,C,Akashide,1,5,Woody species,Woody species
1947,20,Initiation,C,Shirobanano hebiichigo,5,15,Woody species,Woody species
1947,20,Initiation,C,Kikumugura,5,15,Forest species,Moderate
1947,20,Initiation,C,Shrubs sp7,1,15,Woody species,Woody species
1947,20,Initiation,C,Umanomitsuba,1,10,Forest species,Wet
1947,20,Initiation,C,Matatabi,5,10,Woody species,Woody species
1947,20,Initiation,C,Yamamomiji,1,10,Woody species,Woody species
1947,20,Initiation,D,Miyakozasa,10,10,Generalist species,Moderate
1947,20,Initiation,D,Suge SP,50,10,Unknown,Unknown
1947,20,Initiation,D,Yamahagi,5,10,Woody species,Woody species
1947,20,Initiation,D,Shirobanano hebiichigo,5,5,Woody species,Woody species
1947,20,Initiation,D,Chishimaazami,1,10,Open land species,Moderate
1947,20,Initiation,D,Maizurusou,1,5,Forest species,Wet
1947,20,Initiation,D,Kikumugura,1,5,Forest species,Moderate
1947,20,Initiation,D,Itayakaede,1,5,Woody species,Woody species
1947,20,Transport,A,Miyakozasa,85,40,Generalist species,Moderate
1947,20,Transport,A,Mizunara,1,20,Woody species,Woody species
1947,20,Transport,A,Suge SP,1,10,Unknown,Unknown
1947,20,Transport,A,Tanimitsuba,1,5,Forest species,Wet
1947,20,Transport,A,Yamamomiji,1,5,Woody species,Woody species
1947,20,Transport,A,Yamahagi,1,10,Woody species,Woody species
1947,20,Transport,A,Torikabuto,1,10,Forest species,Wet
1947,20,Transport,A,Konronsou,1,10,Forest species,Wet
1947,20,Transport,B,Miyakozasa,40,30,Generalist species,Moderate
1947,20,Transport,B,Suge SP,30,10,Unknown,Unknown
1947,20,Transport,B,Shirobanano hebiichigo,5,10,Woody species,Woody species
1947,20,Transport,B,Otokoeshi,5,5,Open land species,Moderate
1947,20,Transport,B,Yabumame,5,10,Open land species,Moderate
1947,20,Transport,B,Akashide,1,10,Woody species,Woody species
1947,20,Transport,B,Otogirisou,1,20,Open land species,Moderate
1947,20,Transport,B,Tsuru ajisai,1,30,Woody species,Woody species
1947,20,Transport,C,Miyakozasa,50,40,Generalist species,Moderate
1947,20,Transport,C,Mizunara,1,20,Woody species,Woody species
1947,20,Transport,C,Fukkisou,5,20,Woody species,Woody species
1947,20,Transport,C,Yamamomiji,1,10,Woody species,Woody species
1947,20,Transport,C,Shirobanano hebiichigo,1,10,Woody species,Woody species
1947,20,Transport,C,Suge SP,1,5,Unknown,Unknown
1947,20,Transport,D,Miyakozasa,40,25,Generalist species,Moderate
1947,20,Transport,D,Yamamomiji,1,10,Woody species,Woody species
1947,20,Transport,D,Akashide,1,10,Woody species,Woody species
1947,20,Transport,D,Haedokusou,1,20,Forest species,Moderate
1947,20,Transport,D,Tsuru ajisai,1,5,Woody species,Woody species
1947,20,Transport,D,Nogariyasu,5,15,Generalist species,Moderate
1947,20,Transport,D,Aodamo,1,5,Woody species,Woody species
1947,20,Transport,D,Suge SP2,1,10,Unknown,Unknown
2003,19,Initiation,A,Akitabuki,10,40,Generalist species,Moderate
2003,19,Initiation,A,Ocatranoo,1,10,Open land species,Moderate
2003,19,Initiation,A,Bacco willow,1,20,Woody species,Woody species
2003,19,Initiation,A,Ooawadachisou,1,20,Open land species,Dry
2003,19,Initiation,B,Akitabuki,5,30,Generalist species,Moderate
2003,19,Initiation,B,Koichiyakusou,1,1,Forest species,Moderate
2003,19,Initiation,B,Unknown 15,1,5,Unknown,Unknown
2003,19,Initiation,B,Ooawadachisou,1,40,Open land species,Dry
2003,19,Initiation,B,Aodamo,1,10,Woody species,Woody species
2003,19,Initiation,B,Violets SP2,1,5,Unknown,Unknown
2003,19,Initiation,C,Miyakozasa,90,80,Generalist species,Moderate
2003,19,Initiation,C,Akitabuki,20,50,Generalist species,Moderate
2003,19,Initiation,C,Ooawadachisou,1,60,Open land species,Dry
2003,19,Initiation,C,Fukkisou,10,20,Woody species,Woody species
2003,19,Initiation,C,Iwagarami,5,15,Woody species,Woody species
2003,19,Initiation,C,Unknown 16,1,5,Unknown,Unknown
2003,19,Initiation,C,Ezo ajisai,1,20,Woody species,Woody species
2003,19,Initiation,C,Suge SP,20,30,Unknown,Unknown
2003,19,Initiation,C,Oshida,1,20,Forest species,Moderate
2003,19,Initiation,C,Unknown 17,1,5,Unknown,Unknown
2003,19,Initiation,C,Ikema,1,10,Open land species,Dry
2003,19,Initiation,D,Miyakozasa,80,60,Generalist species,Moderate
2003,19,Initiation,D,Hangonsou,15,160,Open land species,Dry
2003,19,Initiation,D,Akitabuki,10,50,Generalist species,Moderate
2003,19,Initiation,D,Mizohoozuki,1,15,Generalist species,Wet
2003,19,Initiation,D,Udaikanba,1,5,Woody species,Woody species
2003,19,Initiation,D,Koichiyakusou,10,5,Forest species,Moderate
2003,19,Initiation,D,Aodamo,1,10,Woody species,Woody species
2003,19,Initiation,D,Yobusumasou,1,15,Forest species,Wet
2003,19,Initiation,D,Ooawadachisou,1,15,Open land species,Dry
2003,19,Initiation,D,Unknown 16,5,1,Unknown,Unknown
2003,19,Initiation,D,Yotsubahiyodori,1,10,Open land species,Moderate
2003,19,Initiation,D,Yamamomiji,1,5,Woody species,Woody species
2003,19,Initiation,D,Iwagarami,5,5,Woody species,Woody species
2003,19,Initiation,D,Matatabi,5,5,Woody species,Woody species
2003,19,Initiation,D,Suge SP,60,10,Unknown,Unknown
2003,19,Transport,A,Miyakozasa,80,70,Generalist species,Moderate
2003,19,Transport,A,Hangonsou,25,130,Open land species,Dry
2003,19,Transport,A,Nogariyasu,5,60,Generalist species,Moderate
2003,19,Transport,A,Sugina,1,20,Open land species,Dry
2003,19,Transport,A,Oshida,15,90,Forest species,Moderate
2003,19,Transport,A,Konronsou,1,10,Forest species,Wet
2003,19,Transport,A,Fukkisou,5,10,Woody species,Woody species
2003,19,Transport,A,Yamamomiji,1,10,Woody species,Woody species
2003,19,Transport,A,Inutoubana,5,20,Forest species,Wet
2003,19,Transport,A,Enashihigokusa,5,20,Generalist species,Moderate
2003,19,Transport,A,Aomizu,5,5,Forest species,Wet
2003,19,Transport,A,Akitabuki,5,20,Generalist species,Moderate
2003,19,Transport,A,Matatabi,1,15,Woody species,Woody species
2003,19,Transport,A,Sawashiba,1,5,Woody species,Woody species
2003,19,Transport,B,Hangonsou,1,40,Open land species,Dry
2003,19,Transport,B,Akitabuki,5,40,Generalist species,Moderate
2003,19,Transport,B,Ocatranoo,1,10,Open land species,Moderate
2003,19,Transport,B,Aodamo,1,10,Woody species,Woody species
2003,19,Transport,B,Seitakaawadachisou,1,10,Open land species,Dry
2003,19,Transport,B,Yamabudou,1,5,Woody species,Woody species
2003,19,Transport,B,Otogirisou,1,10,Open land species,Moderate
2003,19,Transport,B,Tachitsubo violets,1,5,Open land species,Dry
2003,19,Transport,B,Miyakozasa,5,40,Generalist species,Moderate
2003,19,Transport,B,Legumes sp4,1,5,Unknown,Unknown
2003,19,Transport,C,Miyakozasa,60,60,Generalist species,Moderate
2003,19,Transport,C,Yobusumasou,15,140,Forest species,Wet
2003,19,Transport,C,Akitabuki,30,80,Generalist species,Moderate
2003,19,Transport,C,Hangonsou,10,160,Open land species,Dry
2003,19,Transport,C,Matatabi,5,5,Woody species,Woody species
2003,19,Transport,C,Momijigasa,10,30,Forest species,Wet
2003,19,Transport,C,Aodamo,5,10,Woody species,Woody species
2003,19,Transport,C,Mizunara,1,10,Woody species,Woody species
2003,19,Transport,C,Yamamomiji,1,15,Woody species,Woody species
2003,19,Transport,C,Koichiyakusou,1,1,Forest species,Moderate
2003,19,Transport,C,Kourai Tennanshou,1,30,Forest species,Moderate
2003,19,Transport,C,Sawashiba,1,50,Woody species,Woody species
2003,19,Transport,C,Tachitsubo violets,1,5,Open land species,Dry
2003,19,Transport,C,Unknown 18,1,15,Unknown,Unknown
2003,19,Transport,C,Suge SP,20,10,Unknown,Unknown
2003,19,Transport,D,Akitabuki,40,80,Generalist species,Moderate
2003,19,Transport,D,Miyakozasa,60,80,Generalist species,Moderate
2003,19,Transport,D,Hangonsou,5,100,Open land species,Dry
2003,19,Transport,D,Azukinashi,1,20,Woody species,Woody species
2003,19,Transport,D,Yamamomiji,1,15,Woody species,Woody species
2003,19,Transport,D,Koichiyakusou,10,5,Forest species,Moderate
2003,19,Transport,D,Aodamo,5,10,Woody species,Woody species
2003,19,Transport,D,Tachitsubo violets,1,5,Open land species,Dry
2003,19,Transport,D,Enashihigokusa,20,40,Generalist species,Moderate
2003,19,Transport,D,Shrubs sp8,1,20,Woody species,Woody species
2003,19,Transport,D,Konronsou,1,20,Forest species,Wet
2003,19,Transport,D,Momijigasa,1,35,Forest species,Wet
2003,19,Transport,D,Sugina,1,40,Open land species,Dry
2003,19,Transport,D,Kurobiitaya,1,20,Woody species,Woody species
2003,19,Transport,D,Sawashiba,1,10,Woody species,Woody species
2003,19,Deposition,A,Akitabuki,40,100,Generalist species,Moderate
2003,19,Deposition,A,Miyakozasa,40,80,Generalist species,Moderate
2003,19,Deposition,A,Momijigasa,5,20,Forest species,Wet
2003,19,Deposition,A,Sawashiba,1,10,Woody species,Woody species
2003,19,Deposition,A,Aodamo,1,10,Woody species,Woody species
2003,19,Deposition,A,Sugina,10,25,Open land species,Dry
2003,19,Deposition,A,Konronsou,1,20,Forest species,Wet
2003,19,Deposition,A,Aomizu,1,15,Forest species,Wet
2003,19,Deposition,A,Fukkisou,5,10,Woody species,Woody species
2003,19,Deposition,A,Hangonsou,1,10,Open land species,Dry
2003,19,Deposition,A,Tachitsubo violets,1,5,Open land species,Dry
2003,19,Deposition,A,Matatabi,1,5,Woody species,Woody species
2003,19,Deposition,A,Yamamomiji,1,5,Woody species,Woody species
2003,19,Deposition,A,Yobusumasou,1,5,Forest species,Wet
2003,19,Deposition,A,Koichiyakusou,1,1,Forest species,Moderate
2003,19,Deposition,A,Kitsurifune,1,10,Forest species,Wet
2003,19,Deposition,B,Miyakozasa,80,60,Generalist species,Moderate
2003,19,Deposition,B,Yobusumasou,1,20,Forest species,Wet
2003,19,Deposition,B,Momijigasa,5,15,Forest species,Wet
2003,19,Deposition,B,Mitsude kaede,5,15,Woody species,Woody species
2003,19,Deposition,B,Matatabi,5,10,Woody species,Woody species
2003,19,Deposition,B,Yamamomiji,1,20,Woody species,Woody species
2003,19,Deposition,B,Kurobiitaya,1,20,Woody species,Woody species
2003,19,Deposition,B,Daikonsou,1,5,Forest species,Wet
2003,19,Deposition,B,Sawashiba,1,5,Woody species,Woody species
2003,19,Deposition,B,Oshida,1,10,Forest species,Moderate
2003,19,Deposition,B,Inutoubana,5,10,Forest species,Wet
2003,19,Deposition,B,Konronsou,1,10,Forest species,Wet
2003,19,Deposition,B,Unknown 17,1,5,Unknown,Unknown
2003,19,Deposition,B,Suge SP,20,10,Unknown,Unknown
2003,19,Deposition,C,Miyakozasa,50,60,Generalist species,Moderate
2003,19,Deposition,C,Mitsude kaede,20,60,Woody species,Woody species
2003,19,Deposition,C,Kurobiitaya,1,20,Woody species,Woody species
2003,19,Deposition,C,Momijigasa,15,25,Forest species,Wet
2003,19,Deposition,C,Shinanoki,1,20,Woody species,Woody species
2003,19,Deposition,C,Yabuninjin,10,10,Forest species,Wet
2003,19,Deposition,C,Sugina,1,35,Open land species,Dry
2003,19,Deposition,C,Sawashiba,1,10,Woody species,Woody species
2003,19,Deposition,C,Aodamo,1,10,Woody species,Woody species
2003,19,Deposition,C,Haedokusou,5,10,Forest species,Moderate
2003,19,Deposition,C,Futarishizuka,1,30,Forest species,Wet
2003,19,Deposition,C,Irakusa,20,20,Forest species,Wet
2003,19,Deposition,C,Oshida,10,30,Forest species,Moderate
2003,19,Deposition,C,Unknown 17,1,5,Unknown,Unknown
2003,19,Deposition,D,Akitabuki,10,60,Generalist species,Moderate
2003,19,Deposition,D,Mitsuba Akebi,1,20,Woody species,Woody species
2003,19,Deposition,D,Momijigasa,5,30,Forest species,Wet
2003,19,Deposition,D,Hangonsou,10,25,Open land species,Dry
2003,19,Deposition,D,Mizuhiki,20,100,Forest species,Wet
2003,19,Deposition,D,Konronsou,5,25,Forest species,Wet
2003,19,Deposition,D,Mitsude kaede,5,40,Woody species,Woody species
2003,19,Deposition,D,Mizosoba,10,20,Generalist species,Wet
2003,19,Deposition,D,Higokusa,15,30,Generalist species,Moderate
2003,19,Deposition,D,Suge SP,5,10,Unknown,Unknown
2003,19,Deposition,D,Hanatade,1,40,Forest species,Wet
2003,19,Deposition,D,Aomizu,15,10,Forest species,Wet
2003,19,Deposition,D,Koichiyakusou,10,5,Forest species,Moderate
2003,19,Deposition,D,Tanimitsuba,1,60,Forest species,Wet
2003,19,Deposition,D,Mizunara,1,10,Woody species,Woody species
2003,19,Deposition,D,Yobusumasou,1,15,Forest species,Wet
2003,19,Deposition,D,Yabuninjin,1,5,Forest species,Wet
2003,19,Deposition,D,Fern SP,5,10,Unknown,Unknown
2003,19,Deposition,D,Aodamo,5,10,Woody species,Woody species
2003,19,Deposition,D,Unknown 17,1,5,Unknown,Unknown
2003,19,Deposition,D,Yabutabako,1,10,Open land species,Moderate
2003,19,Deposition,D,Futarishizuka,1,15,Forest species,Wet
2003,29,Initiation,A,Hangonsou,5,80,Open land species,Dry
2003,29,Initiation,A,Momijigasa,1,20,Forest species,Wet
2003,29,Initiation,B,Fukkisou,10,20,Woody species,Woody species
2003,29,Initiation,B,Momijigasa,1,10,Forest species,Wet
2003,29,Initiation,B,Okukuruma Mugura,1,10,Forest species,Wet
2003,29,Initiation,B,Irakusa,1,10,Forest species,Wet
2003,29,Initiation,B,Ezokurokumosou,1,20,Forest species,Wet
2003,29,Initiation,B,Seitakaawadachisou,1,15,Open land species,Dry
2003,29,Initiation,C,Akitabuki,5,10,Generalist species,Moderate
2003,29,Initiation,D,Hangonsou,5,60,Open land species,Dry
2003,29,Initiation,D,Akitabuki,5,20,Generalist species,Moderate
2003,29,Initiation,D,Momijigasa,10,20,Forest species,Wet
2003,29,Initiation,D,Aomizu,10,10,Forest species,Wet
2003,29,Initiation,D,Hanatade,1,20,Forest species,Wet
2003,29,Initiation,D,Yabumame,1,5,Open land species,Moderate
2003,29,Initiation,D,Okukuruma Mugura,10,10,Forest species,Wet
2003,29,Initiation,D,Tanisoba,5,10,Open land species,Wet
2003,29,Initiation,D,Mitsuba,20,10,Forest species,Wet
2003,29,Transport,A,Hangonsou,5,100,Open land species,Dry
2003,29,Transport,A,Akitabuki,25,60,Generalist species,Moderate
2003,29,Transport,A,Oobako,1,10,Open land species,Dry
2003,29,Transport,A,Aomizu,40,20,Forest species,Wet
2003,29,Transport,A,Mitsuba,5,10,Forest species,Wet
2003,29,Transport,A,Harutade,10,20,Open land species,Dry
2003,29,Transport,A,Koichiyakusou,1,1,Forest species,Moderate
2003,29,Transport,A,Okukuruma Mugura,1,10,Forest species,Wet
2003,29,Transport,A,Tanisoba,5,20,Open land species,Wet
2003,29,Transport,A,Momijigasa,5,15,Forest species,Wet
2003,29,Transport,A,Suge SP,1,30,Unknown,Unknown
2003,29,Transport,A,Suge SP2,60,10,Unknown,Unknown
2003,29,Transport,A,Oshida,20,40,Forest species,Moderate
2003,29,Transport,A,Harujion,1,30,Open land species,Moderate
2003,29,Transport,A,Kitsurifune,1,10,Forest species,Wet
2003,29,Transport,B,Oshida,50,120,Forest species,Moderate
2003,29,Transport,B,Fukkisou,10,30,Woody species,Woody species
2003,29,Transport,B,Momijigasa,1,10,Forest species,Wet
2003,29,Transport,B,Hangonsou,1,20,Open land species,Dry
2003,29,Transport,B,Shinanoki,1,15,Woody species,Woody species
2003,29,Transport,C,Hangonsou,15,120,Open land species,Dry
2003,29,Transport,C,Oshida,40,120,Forest species,Moderate
2003,29,Transport,C,Fern SP,10,60,Unknown,Unknown
2003,29,Transport,C,Tsurunigakusa,5,20,Forest species,Wet
2003,29,Transport,C,Aomizu,10,10,Forest species,Wet
2003,29,Transport,C,Okukuruma Mugura,10,10,Forest species,Wet
2003,29,Transport,C,Harutade,1,20,Open land species,Dry
2003,29,Transport,C,Momijigasa,1,20,Forest species,Wet
2003,29,Transport,C,Oobako,5,15,Open land species,Dry
2003,29,Transport,C,Akitabuki,5,30,Generalist species,Moderate
2003,29,Transport,C,Irakusa,1,20,Forest species,Wet
2003,29,Transport,D,Hangonsou,60,200,Open land species,Dry
2003,29,Transport,D,Harutade,15,30,Open land species,Dry
2003,29,Transport,D,Aomizu,10,20,Forest species,Wet
2003,29,Transport,D,Oobako,5,10,Open land species,Dry
2003,29,Transport,D,Nomurasaki,1,70,Open land species,Dry
2003,29,Transport,D,Akitabuki,5,20,Generalist species,Moderate
2003,29,Transport,D,Konronsou,5,20,Forest species,Wet
2003,29,Transport,D,Okukuruma Mugura,10,30,Forest species,Wet
2003,29,Transport,D,Suge SP,20,15,Unknown,Unknown
2003,29,Transport,D,Tanisoba,5,20,Open land species,Wet
2003,29,Transport,D,Momijigasa,1,10,Forest species,Wet
2003,29,Transport,D,Oshida,1,40,Forest species,Moderate
2003,29,Transport,D,Suge SP2,1,5,Unknown,Unknown
2003,29,Deposition,A,Akitabuki,10,40,Generalist species,Moderate
2003,29,Deposition,A,Futarishizuka,15,60,Forest species,Wet
2003,29,Deposition,A,Mitsuba,10,10,Forest species,Wet
2003,29,Deposition,A,Aomizu,30,20,Forest species,Wet
2003,29,Deposition,A,Inutoubana,5,20,Forest species,Wet
2003,29,Deposition,A,Harutade,20,20,Open land species,Dry
2003,29,Deposition,A,Koichiyakusou,5,5,Forest species,Moderate
2003,29,Deposition,A,Okukuruma Mugura,5,15,Forest species,Wet
2003,29,Deposition,A,Kitsurifune,5,10,Forest species,Wet
2003,29,Deposition,A,Fern SP,5,20,Unknown,Unknown
2003,29,Deposition,A,Violets SP,1,1,Unknown,Unknown
2003,29,Deposition,B,Oshida,30,60,Forest species,Moderate
2003,29,Deposition,B,Enreisou,1,20,Forest species,Moderate
2003,29,Deposition,B,Mitsude kaede,1,20,Woody species,Woody species
2003,29,Deposition,B,Daikonsou,1,30,Forest species,Wet
2003,29,Deposition,B,Okukuruma Mugura,20,15,Forest species,Wet
2003,29,Deposition,B,Mitsuba,5,15,Forest species,Wet
2003,29,Deposition,B,Aomizu,20,20,Forest species,Wet
2003,29,Deposition,B,Harutade,10,20,Open land species,Dry
2003,29,Deposition,B,Kitsurifune,1,10,Forest species,Wet
2003,29,Deposition,B,Irakusa,5,20,Forest species,Wet
2003,29,Deposition,B,Koichiyakusou,1,1,Forest species,Moderate
2003,29,Deposition,B,Suge SP,1,10,Unknown,Unknown
2003,29,Deposition,B,Suge SP2,1,20,Unknown,Unknown
2003,29,Deposition,C,Oshida,90,120,Forest species,Moderate
2003,29,Deposition,C,Ishimikawa,5,60,Open land species,Wet
2003,29,Deposition,C,Konronsou,1,10,Forest species,Wet
2003,29,Deposition,C,Kitsurifune,1,10,Forest species,Wet
2003,29,Deposition,D,Oshida,20,80,Forest species,Moderate
2003,29,Deposition,D,Aomizu,40,30,Forest species,Wet
2003,29,Deposition,D,Irakusa,5,15,Forest species,Wet
2003,29,Deposition,D,Fukkisou,1,15,Woody species,Woody species
2003,29,Deposition,D,Ishimikawa,5,20,Open land species,Wet
2003,29,Deposition,D,Harutade,1,20,Open land species,Dry
2003,29,Deposition,D,Hangonsou,5,20,Open land species,Dry
2003,29,Deposition,D,Kakidoshi,1,10,Open land species,Moderate
2003,29,Deposition,D,Kitsurifune,1,10,Forest species,Wet
2003,482,Initiation,A,Sugina,5,20,Open land species,Dry
2003,482,Initiation,A,Suge SP,5,20,Unknown,Unknown
2003,482,Initiation,A,Tachitsubo violets,1,10,Open land species,Dry
2003,482,Initiation,B,Yabumame,5,5,Open land species,Moderate
2003,482,Initiation,B,Akitabuki,5,5,Generalist species,Moderate
2003,482,Initiation,B,Harutade,1,20,Open land species,Dry
2003,482,Initiation,B,Otokoeshi,5,5,Open land species,Moderate
2003,482,Initiation,B,Udaikanba,1,20,Woody species,Woody species
2003,482,Initiation,B,Yamamomiji,1,5,Woody species,Woody species
2003,482,Initiation,B,Suge SP,5,15,Unknown,Unknown
2003,482,Initiation,C,Miyakozasa,20,50,Generalist species,Moderate
2003,482,Initiation,C,Hangonsou,15,40,Open land species,Dry
2003,482,Initiation,C,Yabumame,5,20,Open land species,Moderate
2003,482,Initiation,C,Momijigasa,1,10,Forest species,Wet
2003,482,Initiation,C,Ezo ichigo,1,15,Woody species,Woody species
2003,482,Initiation,C,Otokoeshi,30,5,Open land species,Moderate
2003,482,Initiation,C,Yabuninjin,5,5,Forest species,Wet
2003,482,Initiation,C,Akitabuki,1,10,Generalist species,Moderate
